,Data,Ora,ID,Temperatura °C,Durata nominale,Durata effettiva,HV settato,HV letto,No Data,current,Soglia A,Soglia B,Conteggi A,Conteggi B,Coincidenze,Coincidenze analizzate
362,2024-01-06,18:30,9,260,60000,60001,2150,1894,0,11422,1600,1600,85883,74040,45075,45500
363,2024-01-07,00:32,9,259,60000,60001,2150,1895,0,11428,1600,1600,86861,74884,45535,45804
364,2024-01-07,06:33,9,260,60000,60001,2150,1897,0,11416,1600,1600,87317,74920,45684,44588
365,2024-01-07,12:35,9,259,60000,60001,2150,1895,0,11365,1600,1600,87201,75391,45834,45732
366,2024-01-07,18:37,9,259,60000,60001,2150,1895,0,11322,1600,1600,87499,75944,46238,45399
367,2024-01-08,00:39,9,259,60000,60001,2150,1897,0,11280,1600,1600,87533,76178,46550,45594
368,2024-01-08,06:41,9,258,60000,60001,2150,1897,0,11231,1600,1600,88875,77037,46921,45437
369,2024-01-08,12:42,9,256,60000,60001,2150,1899,0,10929,1600,1600,90971,79127,48651,46653
370,2024-01-08,18:44,9,256,60000,60001,2150,1894,0,11044,1600,1600,90111,78293,48349,46482
371,2024-01-09,00:46,9,254,60000,60001,2150,1895,0,10976,1600,1600,90162,78488,48529,45750
372,2024-01-09,06:48,9,253,60000,60001,2150,1897,0,10855,1600,1600,93678,81646,49969,47164
373,2024-01-09,12:50,9,251,60000,60001,2150,1898,0,10726,1600,1600,90085,79806,49526,47188
374,2024-01-09,18:51,9,253,60000,60001,2150,1894,0,10846,1600,1600,90526,79653,49351,47210
375,2024-01-10,00:53,9,251,60000,60001,2150,1894,0,10766,1600,1600,91059,79974,49517,47664
376,2024-01-10,06:55,9,250,60000,60001,2150,1898,0,10682,1600,1600,93130,81495,50818,47640
377,2024-01-10,12:57,9,247,60000,60001,2150,1902,0,10905,1600,1600,93815,82655,51171,47056
378,2024-01-10,18:59,9,251,60000,60001,2150,1897,0,10771,1600,1600,91095,80150,50302,48338
379,2024-01-11,01:01,9,250,60000,60001,2150,1903,0,10951,1600,1600,91743,81064,50875,48734
380,2024-01-11,07:02,9,246,60000,60001,2150,1903,0,10902,1600,1600,99020,85949,52602,48517
381,2024-01-11,13:04,9,246,60000,60001,2150,1901,0,10808,1600,1600,98743,86326,51901,48750
382,2024-01-11,19:06,9,247,60000,60001,2150,1902,0,10919,1600,1600,93589,82084,50967,49438
383,2024-01-12,01:08,9,248,60000,60001,2150,1901,0,10895,1600,1600,93373,82198,50625,49176
384,2024-01-12,07:10,9,249,60000,60001,2150,1900,0,10911,1600,1600,93774,82347,50747,48744
385,2024-01-12,13:11,9,246,60000,60001,2150,1899,0,10854,1600,1600,95194,83299,50924,49098
386,2024-01-12,19:13,9,249,60000,60001,2150,1899,0,10903,1600,1600,92726,81356,50324,47824
387,2024-01-13,01:15,9,247,60000,60001,2150,1903,0,10916,1600,1600,92404,81060,50428,48731
388,2024-01-13,07:17,9,247,60000,60001,2150,1899,0,10915,1600,1600,92105,81113,50313,48668
389,2024-01-13,13:19,9,249,60000,60001,2150,1899,0,10919,1600,1600,91645,80208,49697,49681
390,2024-01-13,19:20,9,249,60000,60001,2150,1899,0,10915,1600,1600,92724,81378,50263,49568
391,2024-01-14,01:22,9,247,60000,60001,2150,1902,0,10923,1600,1600,91183,80097,49811,48394
392,2024-01-14,07:24,9,249,60000,60001,2150,1898,0,10929,1600,1600,89876,79498,49698,49592
393,2024-01-14,13:26,9,249,60000,60001,2150,1901,0,10939,1600,1600,90270,80264,49966,48986
394,2024-01-14,19:28,9,253,60000,60001,2150,1902,0,10945,1600,1600,91646,79942,49764,49446
395,2024-01-15,01:30,9,249,60000,60001,2150,1901,0,10711,1600,1600,90502,79663,49470,49957
396,2024-01-15,07:31,9,248,60000,60001,2150,1901,0,10937,1600,1600,91881,80431,49920,48810
397,2024-01-15,13:33,9,248,60000,60001,2150,1899,0,10911,1600,1600,92309,80462,49729,49144
398,2024-01-15,19:35,9,250,60000,60001,2150,1898,0,10937,1600,1600,91155,80267,49846,48910
399,2024-01-15,22:08,9,249,60000,60001,2150,1902,0,10943,1600,1600,90860,80111,49969,49307
400,2024-01-15,22:23,9,262,60000,60001,2150,1907,0,11565,1600,1600,119653,100186,52815,48907
401,2024-01-15,22:33,9,261,60000,60001,2150,1906,0,11465,1600,1600,114371,95949,51993,48904
402,2024-01-15,22:47,9,259,60000,60001,2150,1904,0,11267,1600,1600,108350,91337,51187,48864
403,2024-01-15,22:56,9,262,60000,60001,2150,1907,0,11461,1600,1600,114350,96090,52303,48870
404,2024-01-15,23:11,9,259,60000,60001,2150,1904,0,11235,1600,1600,106803,90608,51164,48741
405,2024-01-16,05:13,9,247,60000,60001,2150,1901,0,10936,1600,1600,91117,79725,49716,49984
406,2024-01-16,11:14,9,249,60000,60001,2150,1902,0,10891,1600,1600,91823,80849,50086,48137
407,2024-01-16,17:16,9,249,60000,60001,2150,1901,0,10924,1600,1600,90411,79950,49827,49363
408,2024-01-16,23:18,9,247,60000,60001,2150,1901,0,10904,1600,1600,92084,81003,50000,48570
409,2024-01-17,05:20,9,247,60000,60001,2150,1903,0,10867,1600,1600,92770,81628,50081,47899
410,2024-01-17,11:22,9,245,60000,60001,2150,1903,0,10763,1600,1600,99352,86438,52007,48064
411,2024-01-17,11:43,9,250,60000,60001,2150,1903,0,10837,1600,1600,98678,85457,51776,48533
412,2024-01-17,17:45,9,247,60000,60001,2150,1901,0,10837,1600,1600,95059,83379,51133,48649
413,2024-01-17,23:47,9,249,60000,60001,2150,1899,0,10877,1600,1600,93290,82078,50688,48044
414,2024-01-18,05:49,9,246,60000,60001,2150,1902,0,10887,1600,1600,91784,81107,50053,48036
415,2024-01-18,11:50,9,245,60000,60001,2150,1900,0,10802,1600,1600,96658,84119,51187,49276
416,2024-01-18,13:46,9,246,60000,60001,2150,1901,0,10792,1600,1600,97589,84834,51146,48873
417,2024-01-18,13:55,9,253,60000,60001,2150,1904,0,10945,1600,1600,103877,90054,51816,48543
418,2024-01-18,14:27,9,249,60000,60001,2150,1902,0,10908,1600,1600,94552,82253,50607,48064
419,2024-01-19,08:30,9,245,60000,60001,2150,1904,0,10628,1600,1600,105509,91234,53640,48668
420,2024-01-19,17:42,9,246,60000,60001,2150,1900,0,10792,1600,1600,96643,84373,50610,48537
421,2024-01-19,23:45,9,245,60000,60001,2150,1901,0,10778,1600,1600,97167,84661,50664,49794
422,2024-01-20,05:46,9,247,60000,60001,2150,1899,0,10757,1600,1600,97238,84510,50468,49718
423,2024-01-20,11:48,9,248,60000,60001,2150,1915,0,10783,1600,1600,97321,84203,50529,50692
424,2024-01-20,17:50,9,249,60000,60001,2150,1900,0,10821,1600,1600,94439,82223,50029,50390
425,2024-01-20,23:52,9,247,60000,60001,2150,1901,0,10770,1600,1600,97631,84474,50786,51086
426,2024-01-21,05:54,9,243,60000,60001,2150,1902,0,10698,1600,1600,100447,87102,51738,50750
427,2024-01-21,11:56,9,245,60000,60001,2150,1903,0,10665,1600,1600,99735,86460,51720,52356
428,2024-01-21,17:57,9,244,60000,60001,2150,1900,0,10694,1600,1600,99422,86830,51224,53245
429,2024-01-21,23:59,9,246,60000,60001,2150,1903,0,10665,1600,1600,100405,86825,51717,52784
430,2024-01-22,06:01,9,246,60000,60001,2150,1901,0,10705,1600,1600,99142,85746,51101,54220
431,2024-01-22,11:43,9,246,60000,60001,2150,1901,0,10758,1600,1600,96282,83952,50937,54446
432,2024-01-22,14:09,9,247,60000,60001,2150,1897,0,10834,1600,1600,123763,111253,80095,55328
433,2024-01-22,14:25,9,251,60000,60001,2150,1898,0,10702,1600,1600,98186,81587,51044,56709
